type	disc	id	competitor_price	product_name	our_price	inventory	demand_score	img_url	timestamp	url			
speakers		B094RCC4L1	https://www.amazon.in/-/bn/dp/B094RCC4L1/	"Mivi Play ব্লুটুথ স্পিকার 12 ঘন্টা প্লেটাইম। ব্যতিক্রমী সাউন্ড কোয়ালিটি, পোর্টেবল এবং বিল্ট ইন মাইক-ব্ল্যাক সহ ভারতে তৈরি ওয়্যারলেস স্পিকার"	619	10	10	https://m.media-amazon.com/images/I/71u1TBNrlWL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B094RCC4L1/	100		
speakers		B0FCFWGB8V	https://www.amazon.in/-/bn/dp/B0FCFWGB8V/	"Dubstep Pop 1200 16 ঘন্টা অবধি প্লেটাইম, 52mm ডায়নামিক ড্রাইভার, 12W আউটপুট ব্লুটুথ ওয়্যারলেস স্পিকারের সাথে TWS পেয়ারিং (কালো)"	599	10	11	https://m.media-amazon.com/images/I/81oEXJtcuOL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0FCFWGB8V/	100		
speakers		B0D6W7F7WH	https://www.amazon.in/-/bn/dp/B0D6W7F7WH/	"Boat Stone 352 Pro/Stone 358 Pro w/ 14W সিগনেচার সাউন্ড, 12 ঘন্টা পর্যন্ত প্লেব্যাক, RGB LED, TWS ফিচার, বিল্ট-ইন মাইক, BTv5.3, JioSaavn ব্লুটুথ স্পিকারে ফ্রি মিউজিক স্ট্রিমিং (রেজিং ব্ল্যাক)"	1499	10	12	https://m.media-amazon.com/images/I/71o6CU8MqVL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0D6W7F7WH/	100		
speakers		B0BZ4DJ7GZ	https://www.amazon.in/-/bn/dp/B0BZ4DJ7GZ/	"boAt Aavante Bar 610, 25W সিগনেচার সাউন্ড, 2.0 CH ডুয়াল প্যাসিভ রেডিয়েটার সহ, 7 HRS ব্যাটারি, স্লিক ডিজাইন, মাল্টি কানেক্টিভিটি, ব্লুটুথ সাউন্ড বার, সাউন্ডবার স্পিকার (চারকোল ব্ল্যাক)"	1799	10	13	https://m.media-amazon.com/images/I/51SFh0i5HHL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0BZ4DJ7GZ/	100		
speakers		B07ZZCBQZD	https://www.amazon.in/-/bn/dp/B07ZZCBQZD/	"ZEBRONICS Zeb-Pluto 2.0 মাল্টিমিডিয়া স্পিকার Aux কানেক্টিভিটি, USB পাওয়ারড এবং ভলিউম কন্ট্রোল সহ"	299	10	14	https://m.media-amazon.com/images/I/618XkcqU-hL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B07ZZCBQZD/	100		
speakers		B078S4P3J9	https://www.amazon.in/-/bn/dp/B078S4P3J9/	208 ট্রিবিট X সাউন্ড গো ব্লটুথ স্পিকার	2845	10	15	https://m.media-amazon.com/images/I/71b122pwbpL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B078S4P3J9/	100		
speakers		B0D9R1F7ZP	https://www.amazon.in/-/bn/dp/B0D9R1F7ZP/	"EDNITA আল্ট্রা মিনি ওয়্যারলেস ব্লুটুথ স্পিকার সাথে হেভি মেটাল ইলেক্ট্রোপ্লেটিং রাউন্ড স্পিকার | ওয়্যারলেস পাওয়ার বাটন নিয়ন্ত্রিত, দীর্ঘস্থায়ী ব্যাটারি এবং 1 টির কুইক চার্জ প্যাক (মাল্টিকালার)"	297	10	16	https://m.media-amazon.com/images/I/418SigfmUnL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0D9R1F7ZP/	100		
speakers		B09HGSCL9Q	https://www.amazon.in/-/bn/dp/B09HGSCL9Q/	"JBL JBL Pro সাউন্ড সহ 6 ওয়্যারলেস পোর্টেবল ব্লুটুথ স্পিকার ফ্লিপ করুন, 12 ঘন্টা অবধি প্লেটাইম, IP67 জল এবং ডাস্টপ্রুফ, PartyBoost এবং ব্যক্তিগতকরণ JBL অ্যাপ দ্বারা (মাইক ছাড়া, নীল)"	8999	10	17	https://m.media-amazon.com/images/I/81MjIZM2H9L._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B09HGSCL9Q/	100		
speakers		B0DYDRF64T	https://www.amazon.in/-/bn/dp/B0DYDRF64T/	"Marshall Emberton III কমপ্যাক্ট পোর্টেবল ব্লুটুথ স্পিকার 32+ ঘন্টা প্লেটাইম, (360° সাউন্ড), ডাস্ট এবং ওয়াটারপ্রুফ (IP67) - সেজ সহ।"	17999	10	18	https://m.media-amazon.com/images/I/51DnhNIku5L._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0DYDRF64T/	100		
speakers		B0F48NP2CV	https://www.amazon.in/-/bn/dp/B0F48NP2CV/	"boAt (2025 Stone 110 ব্লুটুথ স্পিকার 3W সিগনেচার সাউন্ড সহ, 15 ঘন্টা পর্যন্ত প্লেব্যাক, বিল্ট-ইন মাইক, TWS ফিচার, ব্লুটুথ v5.4, AUX পোর্ট, ভয়েস অ্যাসিস্ট্যান্ট এবং IPX4 (গ্রোভি গ্রে)"	799	10	19	https://m.media-amazon.com/images/I/81lHIlF6d2L._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0F48NP2CV/	100		
speakers		B0BYZ26QGB	https://www.amazon.in/-/bn/dp/B0BYZ26QGB/	"boAt Stone 352/358 ব্লুটুথ স্পিকার 10W RMS স্টেরিও সাউন্ড, IPX7 জল প্রতিরোধক, TWS বৈশিষ্ট্য, 12 ঘণ্টা পর্যন্ত মোট প্লেটাইম, মাল্টি-কম্প্যাটিবিলিটি মোড, JioSaavn-এ ফ্রি মিউজিক স্ট্রিমিং (রেজিং ব্ল্যাক)"	1399	10	20	https://m.media-amazon.com/images/I/81Dl7qzd40L._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0BYZ26QGB/	100		
speakers		B0F8W3VKDZ	https://www.amazon.in/-/bn/dp/B0F8W3VKDZ/	"PHILIPS Audio TAS1400BL ওয়্যারলেস ব্লুটুথ স্পিকার ডিপ বেস, প্যাসিভ রেডিয়েটর, 12W সাউন্ড আউটপুট, 1200mAh রিচার্জেবল ব্যাটারি, RGB লাইট মোড, 10H প্লেটাইম, TF/USB/BT মোড সাপোর্ট করে (নীল)"	1129	10	21	https://m.media-amazon.com/images/I/712kYGkeC9L._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0F8W3VKDZ/	100		
speakers		B097D69GJ1	https://www.amazon.in/-/bn/dp/B097D69GJ1/	"Portronics SoundDrum 1 12W TWS পোর্টেবল ব্লুটুথ স্পিকার শক্তিশালী বেস সহ, ব্লুটুথ 5.3V, 360° সারাউন্ড সাউন্ড, USB ড্রাইভ ইন, টাইপ C ফাস্ট চার্জিং (নীল)"	999	10	22	https://m.media-amazon.com/images/I/61ygYGBZUBL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B097D69GJ1/	100		
speakers		B0C29CL98P	https://www.amazon.in/-/bn/dp/B0C29CL98P/	"Sony SRS-XB100 ওয়্যারলেস ব্লুটুথ পোর্টেবল লাইটওয়েট সুপার-কমপ্যাক্ট ট্র্যাভেল স্পিকার, অতিরিক্ত-টেকসই IP67 জলরোধী এবং ধূলারোধী, 16 ঘন্টা ব্যাট, বহুমুখী স্ট্র্যাপ, অতিরিক্ত বেস এবং হ্যান্ডস-ফ্রি"	2989	10	23	https://m.media-amazon.com/images/I/61C1YkP5lzL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0C29CL98P/	100		
speakers		B0CX5C6WP3	https://www.amazon.in/-/bn/dp/B0CX5C6WP3/	"JBL Go 4, ওয়্যারলেস আল্ট্রা পোর্টেবল ব্লুটুথ স্পিকার, প্রো সাউন্ড, ভাইব্রেন্ট কালার, জল এবং ডাস্ট প্রুফ, টাইপ C (মাইক ছাড়া, কালো)"	3498	10	24	https://m.media-amazon.com/images/I/71HdLDJEEUL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0CX5C6WP3/	100		
speakers		B09P53B3M5	https://www.amazon.in/-/bn/dp/B09P53B3M5/	"ZEBRONICS Zeb-Buddy 100 পোর্টেবল BT v5.0 স্পিকার TWS, 20W RMS, তারযুক্ত মাইক কারাওকে, 5H ব্যাকআপ, RGB LED, AUX, USB, Micro SD, বিল্ট ইন রিচার্জেবল ব্যাটারি এবং মোবাইল হোল্ডার, কালো"	1399	10	25	https://m.media-amazon.com/images/I/71poiJ97u9L._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B09P53B3M5/	100		
speakers		B0D6W671R4	https://www.amazon.in/-/bn/dp/B0D6W671R4/	"boAt Stone 352 Pro/Stone 358 Pro w/ 14W সিগনেচার সাউন্ড, 12 ঘন্টা পর্যন্ত প্লেব্যাক, RGB LED, TWS ফিচার, বিল্ট-ইন মাইক, BTv5.3, JioSaavn ব্লুটুথ স্পিকারে ফ্রি মিউজিক স্ট্রিমিং (গ্রোভি গ্রে)"	1699	10	26	https://m.media-amazon.com/images/I/81bNiiPk68L._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0D6W671R4/	100		
speakers		B0DNFV8YQB	https://www.amazon.in/-/bn/dp/B0DNFV8YQB/	"Portronics Apollo One 20W ওয়্যারলেস ব্লুটুথ পোর্টেবল স্পিকার সাথে ওয়্যারলেস কারাওকে মাইক, 5 ঘন্টা প্লেটাইম, RGB LED লাইট, ব্লুটুথ V5.3, ইজি গ্র্যাব হ্যান্ডেল, USB/AUX ইন/TF কার্ড, টাইপ C চার্জিং"	1349	10	27	https://m.media-amazon.com/images/I/7145QM-EBcL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0DNFV8YQB/	100		
speakers		B0DMV3BMGP	https://www.amazon.in/-/bn/dp/B0DMV3BMGP/	"JBL Flip 7 ওয়্যারলেস পোর্টেবল ব্লুটুথ স্পিকার, AI সাউন্ড বুস্ট সহ বোল্ড প্রো সাউন্ড, 16 ঘন্টা প্লেটাইম, IP68 জল এবং ডাস্টপ্রুফ, Auracast দ্বারা মাল্টি-স্পিকার সংযোগ, ব্যক্তিগতকরণ অ্যাপ (কালো)"	12999	10	28	https://m.media-amazon.com/images/I/81aJ4547UeL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0DMV3BMGP/	100		
speakers		B0FKBJ3GJM	https://www.amazon.in/-/bn/dp/B0FKBJ3GJM/	"boAt Stone 108, 3W সিগনেচার সাউন্ড, 12H ব্যাটারি, TWS ফিচার, IPX4, ব্লুটুথ স্পিকার, ওয়্যারলেস স্পিকার, পোর্টেবল স্পিকার (ট্রপিকাল ব্লু)"	899	10	29	https://m.media-amazon.com/images/I/61xaOfcDZZL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0FKBJ3GJM/	100		
speakers		B0DB29X1YX	https://www.amazon.in/-/bn/dp/B0DB29X1YX/	"ZEBRONICS Igloo 1, 2.0 USB কম্পিউটার স্পিকার, 8 Watts, মাল্টিকালার LED, USB চালিত, AUX, PC, ল্যাপটপ, ডেস্কটপ, কালো রঙের জন্য ভলিউম কন্ট্রোল পড"	449	10	30	https://m.media-amazon.com/images/I/71gqSJ1uGIL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0DB29X1YX/	100		
speakers		B09V2J596T	https://www.amazon.in/-/bn/dp/B09V2J596T/	"Portronics SoundDrum P 20W পোর্টেবল ব্লুটুথ স্পিকার সাথে 6-7 ঘন্টা প্লেব্যাক সময়, হ্যান্ডসফ্রি কলিং, USB স্লট, অক্স-ইন পোর্ট, টাইপ C চার্জিং (কালো)"	1999	10	31	https://m.media-amazon.com/images/I/71zoEeTAszL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B09V2J596T/	100		
speakers		B0C6QY4TTP	https://www.amazon.in/-/bn/dp/B0C6QY4TTP/	"ZEBRONICS সাউন্ড ফিস্ট 90 10W আউটপুট, পোর্টেবল ওয়্যারলেস স্পিকার ব্লুটুথ v5.0 সহ, TWS, 6.3mm তারযুক্ত মাইক, USB, mSD, AUX, মোবাইল হোল্ডার এবং RGB লাইট সহ"	899	10	32	https://m.media-amazon.com/images/I/718mnMXpj5L._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0C6QY4TTP/	100		
speakers		B07YNTJ8ZM	https://www.amazon.in/-/bn/dp/B07YNTJ8ZM/	"Zebronics Zeb-county ব্লুটুথ স্পিকার সহ বিল্ট ইন FM রেডিও, Aux ইনপুট এবং কল ফাংশন"	499	10	33	https://m.media-amazon.com/images/I/81U3kN9bf1L._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B07YNTJ8ZM/	100		
speakers		B08SBH499M	https://www.amazon.in/-/bn/dp/B08SBH499M/	Zebronics স্পীকার	599	10	34	https://m.media-amazon.com/images/I/71YE6C0dtZL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B08SBH499M/	100		
speakers		B0791H74NT	https://www.amazon.in/-/bn/dp/B0791H74NT/	ল্যাপটপ (কালো) এবং Pc -র জন্য দূরবর্তী ফিল্ড ড্রাইভার এবং প্যাসিভ রেডিয়েটর সহ ক্রিয়েটিভ 2.0 ইউএসবি চালিত ডেক্সটপ স্পিকার	1799	10	35	https://m.media-amazon.com/images/I/51uD9NEttxL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0791H74NT/	100		
speakers		B0DRSMSJ95	https://www.amazon.in/-/bn/dp/B0DRSMSJ95/	"ZEBRONICS Sound Feast 75, পোর্টেবল ব্লুটুথ স্পিকার, 14 Watts, 10 ঘন্টা প্লেব্যাক, স্বচ্ছ বডি, ডুয়াল 6.6 cm ড্রাইভার, ক্যারি স্ট্র্যাপ, ব্লুটুথ v5.3 | TWS | mSD | AUX (সবুজ)"	1299	10	36	https://m.media-amazon.com/images/I/716aTnBFQsL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0DRSMSJ95/	100		
speakers		B0C296VD7T	https://www.amazon.in/-/bn/dp/B0C296VD7T/	"Sony SRS-XB100 ওয়্যারলেস ব্লুটুথ পোর্টেবল লাইটওয়েট সুপার-কমপ্যাক্ট ট্র্যাভেল স্পিকার, অতিরিক্ত-টেকসই IP67 জলরোধী এবং ধূলারোধী, 16 ঘন্টা ব্যাট, বহুমুখী স্ট্র্যাপ, অতিরিক্ত বেস এবং হ্যান্ডস-ফ্রি"	2989	10	37	https://m.media-amazon.com/images/I/81c4-u9nvhL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0C296VD7T/	100		
speakers		B08NQXP8CR	https://www.amazon.in/-/bn/dp/B08NQXP8CR/	HP 360 মনো পোর্টেবল সিলভার ব্লুটুথ স্পিকার বিল্ট-ইন মাইক্রোফোন Ip54 ডাস্ট এবং ওয়াটার রেজিস্ট্যান্স (2D801AA) সহ	923	10	38	https://m.media-amazon.com/images/I/41Rql2Ck6EL._AC_UY500_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B08NQXP8CR/	100		
speakers		B0FJRC3SC8	https://www.amazon.in/-/bn/dp/B0FJRC3SC8/	"UBON Shahenshah SP-65G, 20 watt পোর্টেবল ব্লুটুথ স্পিকার, 10 ঘন্টা দীর্ঘ প্লেটাইম, RGB লাইট, একাধিক সংযোগ ওয়্যারলেস পার্টি স্পিকার (সোনালী)"	859	10	39	https://m.media-amazon.com/images/I/8180p9P0MyL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0FJRC3SC8/	100		
speakers		B0CVQ75VM2	https://www.amazon.in/-/bn/dp/B0CVQ75VM2/	"Boat Stone Spinx Pro ব্লুটুথ স্পিকার 20 W RMS সাউন্ড সহ, 8 ঘন্টা অবধি প্লেটাইম, BTv5.0, বিল্ট-ইন মাইক, RGB LEDs, TWS ফিচার, TF কার্ড, AUX পোর্ট এবং USB টাইপ-C পোর্ট (মিডনাইট ব্ল্যাক)"	2299	10	40	https://m.media-amazon.com/images/I/71GNqOPWAuL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0CVQ75VM2/	100		
speakers		B0D44NXP4D	https://www.amazon.in/-/bn/dp/B0D44NXP4D/	"JBL Go 4, ওয়্যারলেস আল্ট্রা পোর্টেবল ব্লুটুথ স্পিকার, প্রো সাউন্ড, প্রাণবন্ত রঙ, জল এবং ধূলিকণা রোধী, টাইপ C (মাইক ছাড়া, বালি)"	3999	10	41	https://m.media-amazon.com/images/I/71qZLWC4WSL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0D44NXP4D/	100		
speakers		B0F8W13YV4	https://www.amazon.in/-/bn/dp/B0F8W13YV4/	"PHILIPS Audio TAS2400BK স্টিরিও সাউন্ড, 32W RMS, 2400mAh রিচার্জেবল ব্যাটারি, BT v5.3 সংযোগ, IPX4 ওয়াটারপ্রুফ, TF/USB/BT মোড সমর্থন করে হ্যাঙ্গিং স্ট্র্যাপ সহ (কালো)"	1997	10	42	https://m.media-amazon.com/images/I/7123zmkLYkL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0F8W13YV4/	100		
speakers		B0DTYYS3XY	https://www.amazon.in/-/bn/dp/B0DTYYS3XY/	"ZEBRONICS Sound Feast 85, পোর্টেবল ব্লুটুথ স্পিকার, 30 Watts, 7 ঘন্টা পর্যন্ত প্লেব্যাক, ডুয়াল প্যাসিভ রেডিয়েটর, BTv5.3 | TWS | USB, RGB LED, কল ফাংশন, ক্যারি স্ট্র্যাপ, ডিপ বাস (কালো)"	2299	10	43	https://m.media-amazon.com/images/I/81-JCC4hK5L._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0DTYYS3XY/	100		
speakers		B0FLKB3S32	https://www.amazon.in/-/bn/dp/B0FLKB3S32/	"HAMMER Wave 10W ব্লুটুথ স্পিকার 8 ঘন্টা পর্যন্ত প্লেটাইম, TWS ফাংশন, ভারতে তৈরি, বিল্ট-ইন মাইক, BTv5.4, USB পোর্ট, টাইপ-C ইন্টারফেস ওয়্যারলেস ব্লুটুথ স্পিকার ঝুলন্ত লুপ সহ (কালো)"	699	10	44	https://m.media-amazon.com/images/I/71ElSjhnysL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0FLKB3S32/	100		
speakers		B0CL2HP1J4	https://www.amazon.in/-/bn/dp/B0CL2HP1J4/	"ZEBRONICS Pluto 2-2.1 চ্যানেল ডেস্কটপ স্পিকার 15 watts আউটপুট, ব্লুটুথ 5.0, USB, mSD, FM, 3.5mm জ্যাক লাইন ইনপুট, ইনবিল্ট ভলিউম কন্ট্রোল, USB চালিত, RGB লাইট সহ"	1299	10	45	https://m.media-amazon.com/images/I/71OS1KHe2AL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0CL2HP1J4/	100		
speakers		B0DJMG47F2	https://www.amazon.in/-/bn/dp/B0DJMG47F2/	"FRONTECH 1.0 USB চালিত মাল্টিমিডিয়া স্পিকার RGB লাইট সহ | 10W আউটপুট পাওয়ার | AUX/USB কানেক্টিভিটি | ল্যাপটপ, PC, মোবাইলের জন্য | ভলিউম কন্ট্রোল (SPK-0008, কালো)"	459	10	46	https://m.media-amazon.com/images/I/71W-Foa0VEL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0DJMG47F2/	100		
speakers		B0DG2ZHKCZ	https://www.amazon.in/-/bn/dp/B0DG2ZHKCZ/	"pTron নতুন লঞ্চ হওয়া ফিউশন হুক v2 6W ব্লুটুথ স্পিকার 8 ঘন্টা প্লেটাইম, 2.04"" প্রাচীন সাউন্ডের জন্য নিও ড্রাইভার, মিনি সাইজের পোর্টেবল স্পিকার, BTv5.1 সংযোগ, TWS বৈশিষ্ট্য এবং টাইপ C চার্জিং (কালো)"	599	10	47	https://m.media-amazon.com/images/I/51-0UzU7-DL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0DG2ZHKCZ/	100		
speakers		B0D76YMVZ6	https://www.amazon.in/-/bn/dp/B0D76YMVZ6/	"pTron নতুন লঞ্চ করা Fusion Bliss 16W ব্লুটুথ স্পিকার সাথে ওয়্যারলেস কারাওকে মাইক, 6 ঘন্টা প্লেটাইম, ভাইব্রেন্ট RGB লাইট, ভয়েস এফেক্টস, মাল্টি-প্লে মোড BT5.3/TF কার্ড এবং টাইপ-C চার্জিং পোর্ট (কালো)"	1199	10	48	https://m.media-amazon.com/images/I/61q5ABBPVXL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0D76YMVZ6/	100		
speakers		B08PGYLCQB	https://www.amazon.in/-/bn/dp/B08PGYLCQB/	"Mivi Roam 2 ব্লুটুথ স্পীকার. বহনযোগ্য 5W তারবিহীন স্পীকার. জলরোধী, ব্লুটুথ 5.0, TWS এবং ফোন, ল্যাপটপ, টিভি ইত্যাদির সাথে সংযুক্ত"	899	10	49	https://m.media-amazon.com/images/I/81QP3C+rTbL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B08PGYLCQB/	100		
speakers		B08FB2H6Y4	https://www.amazon.in/-/bn/dp/B08FB2H6Y4/	"JBL Go 3, ওয়্যারলেস আল্ট্রা পোর্টেবল ব্লুটুথ স্পিকার, JBL Pro সাউন্ড, রাগড ফ্যাব্রিক ডিজাইন সহ প্রাণবন্ত রঙ, জলরোধী, টাইপ C (মাইক ছাড়া, কালো)"	2799	10	50	https://m.media-amazon.com/images/I/61dqzNpSZXL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B08FB2H6Y4/	100		
speakers		B0FQJRTLVB	https://www.amazon.in/-/bn/dp/B0FQJRTLVB/	"Zebronics পোর্টেবল ব্লুটুথ স্পিকার, 8W, 5 ঘন্টা অবধি প্লেব্যাক, BTv5.3, mSD, TWS, USB, 8 মাল্টি-কালার LED মোড, কল ফাংশন, টাইপ-C চার্জ, ডিপ বাস, ক্যারি হ্যান্ডেল (কাউন্টি 5 প্লাস, কালো)"	699	10	51	https://m.media-amazon.com/images/I/81sW-ig+waL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B0FQJRTLVB/	100		
speakers		B07RMHXKMK	https://www.amazon.in/-/bn/dp/B07RMHXKMK/	FM/USB/AUX ইন এবং হ্যান্ডস ফ্রি কলিং (5W RMS আউটপুট) সহ Artis BT12 ক্লাসিক রেট্রো ওয়্যারলেস BT স্পিকার	1299	10	52	https://m.media-amazon.com/images/I/71D7W6UyzQL._AC_UY654_QL65_.jpg	INR	https://www.amazon.in/-/bn/dp/B07RMHXKMK/	100		
