type,disc,id,product_name,competitor_price,our_price,inventory,demand_score,img_url,timestamp,url
phone,10,11810805560583350068,"Samsung Galaxy S23 5G (8GB RAM, 128GB, Cream)",49999.0,49999.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCcAoz8qYv_K7nYlj7b7LMwlMByy_pYuavRm3trCJEekSROWWVpDfivSAsRZp9_53hVtYkcprJXSQkkrKJTrw6S4GjMkhs96OR-ZYQTR7tiMEFMueTCcU1jokSgnGg3JclCpNJG7Qnkl8kJgkPUuuVNXe_Csp1HkYNPgwx-NwjE_61BZfs6Y_gSOECq2EKAvyJAdM75oiw=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925439,https://www.google.co.in/shopping/product/r/IN/11810805560583350068?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhDlAQ
phone,11,3976190270369504024,"Nothing Phone (3a) 5G 128 GB (White, 8 GB RAM)",24999.0,24999.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCd8GMGCrwZQQtPk4fzTkNwNCAYcP30jCbbMEwJNpk8YVaCSrihJSl9aHWyzeCPJ9wvBStDLyUkzsxVwlujf24jgmlIgllmQa35AtSbezhioTr-dPxTVZ-I-puYH8pfRFgyiEbGELpz_vtlnCVPNxJzVcaFBvBlyEska8YfxT3Mx2Woy8MJ_z7FNfYu06q2mLLdjCM3yPw=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925471,https://www.google.co.in/shopping/product/r/IN/3976190270369504024?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhDvAQ
phone,12,3606892602698156037,"Apple iPhone 14 (128 GB, Starlight)",52704.0,52704.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCdqzSm3Q3laIxQgJMfzvq1_jsYEsEoqQm4B9v1VOUw_P15xEwqTe6dWFaZc3hLlvkUWVm3fjtYr4XWbsyyIe1UcFiJRcAoc_9qPoPpoH4ZTpr9Hz5OfECXq1a2ZnbOnEVJTJmbsbmHWa2jQaaTqnWvNeR0XOvzTY4o7eg5CJ00SPj1kJdFs6c6f-XtJvXiUpVhdq6zRkA=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925504,https://www.google.co.in/shopping/product/r/IN/3606892602698156037?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhD5AQ
phone,13,12989490248941066399,"Nothing Phone 3a Pro 5G (8GB RAM, 128GB, Black)",29999.0,29999.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCeyDpDIFlQASmhHCKAkszz04eOLiDNzEYaKxG6uGNYIHSNbd7AF-3lpoSDzDpZcuGaykGiRZ4B4OH6NM9GRMuXJUQSmsQeuBWP5GdNvVwcfYkHL0qIWOVVQgwPvVdsjGEUcctsEu21gzOVtjdsFLzMvZWcNjalBnq3D9pO7qVt8WSuMPM0RJIrAaFPFM9R3-vjqTnAebAw=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925537,https://www.google.co.in/shopping/product/r/IN/12989490248941066399?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhCDAg
phone,14,3632778442878091395,Google Pixel 9 - 256 GB - Peony,64999.0,64999.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCdFzjyrUZ_U1RDEt4uQ6NVlVAsIHDMkpAnJFwIiSr2zhbtgx4mhIRfmQtX5DKxxfSIhAz9-av_cM_koFWrqUYIjwcnJXU1lEjXLXOvKPRI8tQ-tQNifZb7-V5PWNoWjo8VL4dt1pxuyhL0AgDKx4TB7ikAo56zu3xlykeV73TjXF5KO_Jsdnh33nuVaQ_aq7-gwqhDsqQ=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925571,https://www.google.co.in/shopping/product/r/IN/3632778442878091395?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhCNAg
phone,15,12820047469950280639,"OPPO A3x 5G 64 GB (Starlight White, 4 GB RAM)",10999.0,10999.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCf7yNcPb52zE0jq63v0QzVmNomMuuTdnXxQEqSnbKmyhnsuP_umFRV2nzAVnLkk4odjAFIuV-5Hg4CoZ4RYa3KjVYccz7MH9Vdh4cTlvl-0cqjVq6Hr2fgTk-y2NQ3Of9qsp0ddwN7o3pPaGOcZFZIUQc5MKIm9rvdicPI3cGXtNoqWSIXX3phtAYbuQtEp59TmswjUKxk=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925599,https://www.google.co.in/shopping/product/r/IN/12820047469950280639?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhCXAg
phone,16,4600606966484263704,"OnePlus Nord CE4 Lite 5G (8GB RAM, 128GB, Ultra Orange)",17499.0,17499.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCft0y8PyY7k3BMZeNziYIICDZnjgIbG1x46u3uSp86l-yUeFxSujODMHmpYf8BGsKktspcelAAr3Honbs9yihSjqq06sEFiT-RmRM6kykDH9I0xu3fEDSLmtsOyHDlXlARI25W8jbZX5oj2e3g2X72guy7gX9QBdEei_wotwnt7MoKKcSjl8GDxbl30ajelUhrVr_cWHQ=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925836,https://www.google.co.in/shopping/product/r/IN/4600606966484263704?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhChAg
phone,17,6352448651716026348,Motorola edge 50 pro 8GB + 256GB Black Beauty,29787.0,29787.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCdMFFaiXYK4KUIqxUuUPPW7okA6KinPavPmeHhtl1D1-FCB9iqMtkwZansqj9fbFYp4Mys7_R4drqFo9fbt9FdANW_Wv8_TdowD8fpzbdqyZ3p4IV0HDSgK4i0IZFxhL4UEB_M9ZpD0e_JlCBK1yf8244wGNVD-PF4sqc01IengSYwsu4pxWYj8kU2h5UxT2nreE8zq=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925860,https://www.google.co.in/shopping/product/r/IN/6352448651716026348?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhCrAg
phone,18,13811162577366557294,"Google Pixel 9a 5G (8GB RAM, 256GB, Obsidian)",49999.0,49999.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCco96PuiERHLYTgQ_iwytSGZjsO9vBAxLyx4lqSPfzplApDn51YajTvWe3LSjpcuAg_Y09Hp5bjGygSUDnP0qCFy7E0ZcDZH5muz8l8V8MeOgLzRkt3AserN8ExhXktb9Z9A9FODUia1k3sBV4YBcc6zkc7kQP22uXxIYzMOUmE4OX1ZyT-eQys7fEgiHl8L1tp7Wgmacg=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925878,https://www.google.co.in/shopping/product/r/IN/13811162577366557294?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhC1Ag
phone,19,9727643400148611951,Apple iPhone 15  - 128 GB - Pink,61900.0,61900.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCfFYxlImLYP28Phhfknfxcl5Y-3PVQ01W2ygMAons-9A3cLbSHod6bOsWJ_M33Z7RL1Gc_XivlmRWk4fxQB7huJEG2xqDQ0QJT9vhslnHo_seCiRuipM4Z_7-8_0nCtYlg_HNG4ZQ9Toj8tbjwkV_V2dEnxcdHAp3Un-Ww3u5q5pocSQuiP7zCLifd-i-YwWUVx926SSA=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925896,https://www.google.co.in/shopping/product/r/IN/9727643400148611951?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhC_Ag
phone,20,14998064145708199348,"Redmi A5 (3GB RAM, 64GB, Just Black)",6199.0,6199.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCevuLGuJ7twwSEH4FfSxKvadAl99Nu4u01DmaYDlFU7rszPjLD60tFCJThauJ7fsoMRR7Ajtode9P4QOP8O8M8x8s9u_3L5jrzxmL4U2gHBUhquy4h-_EzqfZy8D2mHUHH46pxFr467uGXf2krXCw_8NJ4B8VGp8gkM7cEg0z-7ZeH3CEaGeB4APSFO-c7V94RF__-9jA0=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925914,https://www.google.co.in/shopping/product/r/IN/14998064145708199348?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhDKAg
phone,21,6444579859310813239,"Poco M6 5G 128 GB (Galactic Black, 6 GB RAM)",12999.0,12999.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCeciBA7fpulmC6HnT_sVM0Ka3mNywXeRiGHN8KDMhWhyO3CvJtnvoNeyRKV5e6x25klK8qVYx8UYuV46csTQlxz04e-rkPUIAV6AKE3NYDVcrzBMWQW01Fx0DXJ974d56DPJo1sTDf_813qvGp1ysS5e99B7WDGkrQJIx1eZiy6DZb1MRgTw9egqz0PveXpCx5ccrKHg1k=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925932,https://www.google.co.in/shopping/product/r/IN/6444579859310813239?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhDUAg
phone,22,16961113768753099515,"Redmi A3 (6GB RAM, 128GB, Lake Blue)",8999.0,8999.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCfMmbt3b3dlQqCTxi2CvLNSvTZSQ6BnTIm7Ne63kTXUKAyfx4DFYCrK7V2triGxMzYOjPxiKkIdYZlKJBqxm72RDrODUWYcEeJihx-158zakhNrcU8u7aOeCuXrOo7qIsN3J1mzTtXqODodDJwqhxDgBu7Scg_ZK7RBI-hHep1nnqlUix3703fHjqP6KvIC_1L7ZYbGjg=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925949,https://www.google.co.in/shopping/product/r/IN/16961113768753099515?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhDeAg
phone,23,6633562921065981953,"vivo V40 Pro 5G (12GB RAM, 512GB, Ganges Blue)",54699.0,54699.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCe5HLsCgf_IVB3ha68k27BYDcwhaMRl-n0bR7W1EKhVChOjMq4HWXIxbeS1RzhdceE2x1S6Ial7sl3iGfJHYVa97LvNWQaqA9MghVC6rKGcoJLN6rRh5KGJhmlg3kodQpUJ6PjgHSsA7A1h1T3GAmSAPj379cl7kgLPqPGTMkM8csEU9bsiwW6c96p7LHy818Rwfw6Ixg=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925967,https://www.google.co.in/shopping/product/r/IN/6633562921065981953?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhDoAg
phone,24,17826764027489858848,"Realme P3 5G 128 GB (Space Silver, 8 GB RAM)",16499.0,16499.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCei5P5HIxBu3D9nuad-4NXn_fRQltRkLAZGnFzb-uh0SpNIZonVNM78HA3JPtH4ArV4WYgLb0pQrz5bwSOqdFvorG5hkV9EW8H3eCVjaq-GgTB1co1vCMIDHB5b7qe97x1XLM7ZlQfPd6v9_3e8B0j7MF2SC_wTp5opHwsvr6v_hOVQJZZJHLq98T23sBmS_0kwwfpWd-g=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.925985,https://www.google.co.in/shopping/product/r/IN/17826764027489858848?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhDyAg
phone,25,798534771856657950,motorola edge 50 neo 8 + 256GB PANTONE Nautical Blue,20999.0,20999.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCes0EVV71mWFJPfr_gPtSpwm51H93Gc2oxWCLnYAKiLMxvmmZ95nJOUEBKeR9mHhmLiaoNqUFr2eEyZ6QI_zelkeGHNHUB5zkSKj8J5YFZ9rZqcAbf-ZaXoOaZQmWqlbd9Im4eW58SQn-XYvwMVoj2um_-wrDFO9gmmHKmzGh1jcFKfE62kjRGmT0_R1eEcKkNrLSSxBQ=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.926002,https://www.google.co.in/shopping/product/r/IN/798534771856657950?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhD8Ag
phone,26,15665071265729691183,Motorola edge 50 fusion 8 GB + 128 GB Hot Pink,18999.0,18999.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCeT1ne-2qN_FVS3AFVnap76Ex9T_NDvkAYDlicW7BPeatuiFJORn6f8f8hNZ0Upmxrp9ndwWMwic7NJKCUcnkQXV0tmU19TSmA85fO0Acr-DuY0HNt1zJBidLzN8KmHutX0FL1ohrVedOy7WYbGqiwMpa98nbc56mFUQDX5SOvTrFqJSTyIQ-dflmQHbFcRq156U0FTiYg=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.926020,https://www.google.co.in/shopping/product/r/IN/15665071265729691183?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhCGAw
phone,27,15810926602261066286,Redmi Note 14 - Black 8 GB + 256 GB,24776.0,24776.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCcuOh-yUh9ai85glMDTOup279OKtQqDmtoRe8G_O7sFxXN8rv6Azjzd7R6HCR4fzyNZcBfc-EY8WzHTeuyZugxlAVoa8PJtyIrpN9ypEhQExHkjPlBvCskc5S2FDLXxAywrFb81UklIfPiEv2sv1wPThZ158MU1NPpXxUsAW2CR_HmUNRkkE4yfSgIDdjecDO6x3uDsnwE=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.926038,https://www.google.co.in/shopping/product/r/IN/15810926602261066286?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhCQAw
phone,28,15265529670688775683,"Redmi Note 13 5G (6GB RAM, 128GB, Prism Gold)",16999.0,16999.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCcTEo-0ENC-60X-sJkRtutNufboi_kB-sLQKMPiXOcoEiJfE91XKcBMV-ajBAZQcHagQPnyYy4Utnn3gL0wGQL3Wb1FcAFt0XAzPc2Cl2Azu4RZjq776zwCe9lLeU00ThMfiRVsqEJAvkCnTxCegMvFP9pcCl_-9bPSirV97XX0nEiRd1Qr9hqZxOyKutH8f6oOW9lCQg=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.926055,https://www.google.co.in/shopping/product/r/IN/15265529670688775683?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhCaAw
phone,29,2804324536783561754,"oppo A3 Pro 5G (8GB RAM, 128GB, Moonlight Purple)",16999.0,16999.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCdBdqQqgQ4d98hGq8dQ1thQsFqsVeKyvQw209yGISmFknPHKw9iO3-RCiJ77vZDjk48cIuShLtK14X4_URLx8CVNvHpLidyaxcLwi9fD0X-vKT5WzuwdWe9bBVonpCUWZjddC6ZWqdICgrLWf2Oy2B4aDQQjcOGXABotbFIQZPhNB_Mh8TLMmf3RLLVbNFpCe3CfLUUGw=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.926072,https://www.google.co.in/shopping/product/r/IN/2804324536783561754?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhCkAw
phone,30,10119176729612901640,"Vivo Y28s 5G 128 GB (Mocha Brown, 4 GB RAM)",12349.0,12349.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCcy63Wmbxw12SJO2FPd-pAihtTjKjfyhnEbignA6_F7bPKu0nT-qIR1d6T0yj1ciBZi5N5-MgAP0n7wD2-mVJKZKb238deaqFhWaUw82ivRFoHxI_LfIvSZRhVpQ_uK1kqjmi4z8D4kd3YV07voXqUb_ruObRALjNPJjBVkXKE6sKyO8aUVA4GKiqCWCh6uZoB8EZRgEA=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.926089,https://www.google.co.in/shopping/product/r/IN/10119176729612901640?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhCuAw
phone,31,9893528436285733892,"Samsung Galaxy A55 5G (8GB RAM, 128GB, Awesome Iceblue)",33990.0,33990.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCdnUW7yU42ywYxxx1Z-IuzC94JR-feIdtxkBCZFVThQgVWnB7oCYUm-S6ugOcF-zJg03haHRL0zSJF1TjGq7g-haq3EP6LMpHWiiwNGGUb2mzEqgHj7IvehLwOvbO1KZVaXvAPM6OiZWtkUQ70ZNm7IYB-f0QDrXk3WNdnoXR3xAfHac4Mlwijjo3qJik5iaxENI2dPFQ=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.926106,https://www.google.co.in/shopping/product/r/IN/9893528436285733892?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhC4Aw
phone,32,2881357768458683446,Samsung Galaxy A35 5G - 8 GB RAM - 128 GB - Awesome Lilac,20399.0,20399.0,8,1.0,https://lh3.googleusercontent.com/spp/AGWwKCexKN_izLw6T3UC-bXUqZ8IqgjBM2ABaDNLhGO-rqY0dMIPeDutJwY1YAABZhHRKKiKA2cweKC3GN-yDfj9CbHgZ4KmuIdUHwDxAp2sQcj8bRWv31e7umfNsKWmOLWCEbQIVgsPjpx1lVsk_zWQbTfUjvixKPhcKZO900E_xgG2rBVe8Pdet96uPZS16vVPcMjHO1lB=s180-rw-pd-pc0x00ffffff,2025-08-08T01:19:09.926176,https://www.google.co.in/shopping/product/r/IN/2881357768458683446?gl=in&hl=en&q=phone&sa=X&ved=2ahUKEwiqq-7XhfqOAxXXTJEFHfxkC-AQ3JAGegUIAhDCAw
